dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,index_right,geoid,distance_meters,year
140816398,2014-11-21T00:00:00.000,2014-11-09,0005,08,West LA,0804,2,354,THEFT OF IDENTITY,0929 1202,75,F,A,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,900    STONEHILL                    LN,,34.075,-118.4849,,,,,2300,06037262302,801.2354088357479,2014
152110256,2015-05-19T00:00:00.000,2015-02-26,1230,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,25,M,H,404,DEPARTMENT STORE,IC,Invest Cont,442,6700    TOPANGA CANYON               BL,,34.1926,-118.6059,,,,,1705,06037135111,407.61971977912907,2015
130704114,2013-01-03T00:00:00.000,2012-12-31,2055,07,Wilshire,0764,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1212,37,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,1400 S  DUNSMUIR                     AV,,34.0483,-118.3537,511,VERBAL THREAT,,,2096,06037217101,225.9851733438227,2012
161704734,2016-01-17T00:00:00.000,2016-01-12,1800,17,Devonshire,1708,1,310,BURGLARY,0344 0352 1202 1609 0321,94,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,12600    WOODLEY                      AV,,34.3001,-118.4968,,,,,1438,06037106641,1093.9765593874733,2016
161613817,2016-09-10T00:00:00.000,2016-09-10,2020,16,Foothill,1633,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 1814 0416 0444,36,F,H,507,CONDOMINIUM/TOWNHOUSE,AO,Adult Other,626,12100    TERRA BELLA                  ST,,34.2742,-118.3965,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1402,06037104108,266.061786770674,2016
180412897,2018-07-29T00:00:00.000,2018-07-20,2100,04,Hollenbeck,0456,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,26,F,H,101,STREET,IC,Invest Cont,740,2700    WABASH                       AV,,34.0514,-118.2001,,,,,1943,06037203710,185.05790844628007,2018
160914133,2016-07-20T00:00:00.000,2016-07-19,2100,09,Van Nuys,0904,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,28,M,H,101,STREET,IC,Invest Cont,740,14600    SATICOY                      ST,,34.2084,-118.4599,,,,,1618,06037127210,211.8001536278485,2016
191015794,2019-10-02T00:00:00.000,2019-08-19,1255,10,West Valley,1029,2,649,DOCUMENT FORGERY / STOLEN FELONY,0100 0924 1822,35,F,W,203,OTHER BUSINESS,IC,Invest Cont,649,16100    SHERMAN                      WY,,34.2012,-118.4837,,,,,1624,06037127604,329.51657809109963,2019
161800733,2016-04-23T00:00:00.000,2016-04-23,0430,18,Southeast,1832,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,O,101,STREET,IC,Invest Cont,946,108TH                        ST,GRAND                        ST,33.9383,-118.2805,,,,,2278,06037241120,414.60116848960513,2016
161911268,2016-05-10T00:00:00.000,2016-05-08,1600,19,Mission,1991,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,35,M,H,101,STREET,IC,Invest Cont,745,8000    LANGDON                      AV,,34.216,-118.4678,,,,,1622,06037127520,332.40251114901196,2016
181304671,2018-01-13T00:00:00.000,2018-01-13,1450,13,Newton,1324,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,52,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,1300 E  21ST                         ST,,34.0224,-118.2524,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2154,06037226001,418.10967727518397,2018
192012924,2019-06-30T00:00:00.000,2019-06-30,0740,20,Olympic,2013,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 0202 2027 0329 0444,35,M,H,301,GAS STATION,IC,Invest Cont,930,200 S  WESTERN                      AV,,34.0712,-118.3091,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2030,06037211410,204.0982914456732,2019
161425920,2016-10-15T00:00:00.000,2016-10-14,2000,14,Pacific,1489,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,5400 W  ARBOR VITAE                  ST,,33.9527,-118.3769,,,,,2424,06037277200,722.3777420090578,2016
161812140,2016-06-05T00:00:00.000,2016-05-14,1400,18,Southeast,1801,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,34,F,H,101,STREET,IC,Invest Cont,420,8700 S  HOOVER                       ST,,33.9587,-118.2869,,,,,2266,06037240302,339.8716486242036,2016
182006173,2018-02-11T00:00:00.000,2018-02-10,1315,20,Olympic,2093,2,624,BATTERY - SIMPLE ASSAULT,0360 0416 0429 0444,64,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624,2000 S  HARVARD                      BL,,34.0389,-118.305,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2129,06037221402,351.95395675664025,2018
150906718,2015-02-26T00:00:00.000,2015-02-26,0600,09,Van Nuys,0926,1,310,BURGLARY,0344 0321,0,X,X,210,RESTAURANT/FAST FOOD,AA,Adult Arrest,310,14300    VICTORY                      BL,,34.1903,-118.4399,,,998,,1635,06037128101,416.70228037039607,2015
160210684,2016-05-13T00:00:00.000,2016-05-08,0900,02,Rampart,0217,1,330,BURGLARY FROM VEHICLE,0344,53,M,H,217,AUTO REPAIR SHOP,IC,Invest Cont,330,700 N  ALVARADO                     ST,,34.0738,-118.2658,,,,,1898,06037195720,249.53845231512517,2016
181519701,2018-10-18T00:00:00.000,2018-10-13,1600,15,N Hollywood,1545,1,330,BURGLARY FROM VEHICLE,0344 1607,54,F,A,108,PARKING LOT,IC,Invest Cont,330,4800    LAUREL CANYON                BL,,34.1576,-118.3965,,,,,1604,06037125102,564.3921330858731,2018
131700989,2013-11-16T00:00:00.000,2013-11-16,1200,17,Devonshire,1777,1,310,BURGLARY,0344 1202 1607,82,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,9100    VALJEAN                      AV,,34.2357,-118.4873,,,,,1513,06037117301,696.1603168718952,2013
172113453,2017-07-09T00:00:00.000,2017-07-04,2245,21,Topanga,2134,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,SATICOY,FALLBROOK,34.2083,-118.6234,,,,,1683,06037134302,701.2091562805732,2017
151007545,2015-03-28T00:00:00.000,2015-03-28,1130,10,West Valley,1099,1,310,BURGLARY,0344 0352 1606,45,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,3900    ARCHDALE                     RD,,34.1412,-118.4786,,,,,1753,06037141500,75.12862933661533,2015
180123598,2018-09-12T00:00:00.000,2018-09-12,0500,01,Central,0157,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2004 2034 0344 1218,40,F,W,102,SIDEWALK,IC,Invest Cont,341,6TH                          ST,TOWNE                        AV,34.0412,-118.2436,,,,,1972,06037206303,79.40019892712202,2018
171425985,2017-12-08T00:00:00.000,2017-12-04,1640,14,Pacific,1494,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0913,51,F,B,212,TRANSPORTATION FACILITY (AIRPORT),AO,Adult Other,930,00    WORLD                        WY,,33.9454,-118.3998,511,VERBAL THREAT,,,3867,06037980028,922.6604801073862,2017
160907781,2016-03-16T00:00:00.000,2016-03-15,2005,09,Van Nuys,0998,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,57,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,930,13100    VALLEYHEART                  DR,,34.1474,-118.4183,511,VERBAL THREAT,,,1772,06037143902,561.6117552480486,2016
161611772,2016-07-19T00:00:00.000,2016-07-18,1730,16,Foothill,1684,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,30,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,11800    BLYTHE                       ST,,34.2148,-118.3899,,,,,1558,06037121802,405.4033438492117,2016
190205587,2019-01-31T00:00:00.000,2019-01-26,2315,02,Rampart,0289,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1278 1820 0906 0913,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,1500 W  11TH                         PL,,34.0462,-118.2738,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2020,06037210010,83.7378271112467,2019
130712354,2013-07-11T00:00:00.000,2013-07-10,2330,07,Wilshire,0729,1,330,BURGLARY FROM VEHICLE,0344 1609,42,M,A,104,DRIVEWAY,IC,Invest Cont,330,100 N  ARDEN                        BL,,34.073,-118.326,,,,,1875,06037192300,806.8163498795503,2013
141018514,2014-12-11T00:00:00.000,2014-12-10,1510,10,West Valley,1015,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 1420 0344 0377,65,F,W,402,MARKET,IC,Invest Cont,440,18100    SHERMAN                      WY,,34.2011,-118.5273,,,,,1668,06037132301,264.76719568229504,2014
182108605,2018-04-05T00:00:00.000,2018-04-04,2047,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,28,M,X,404,DEPARTMENT STORE,IC,Invest Cont,442,6600    TOPANGA CANYON               BL,,34.1905,-118.6059,,,,,1705,06037135111,445.38254279697355,2018
180413518,2018-08-14T00:00:00.000,2018-08-14,0135,04,Hollenbeck,0439,1,220,ATTEMPTED ROBBERY,1100 0906 0337 0371 0430 1300,28,M,H,101,STREET,IC,Invest Cont,220,1900    HEIDLEMAN                    RD,,34.0642,-118.1755,104,SHOTGUN,998,,1936,06037201700,693.5408759482008,2018
131523546,2013-12-24T00:00:00.000,2013-12-23,1330,15,N Hollywood,1531,1,310,BURGLARY,0344 1609 0321 1202 0377 1414,71,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,12600    EMELITA                      ST,,34.1767,-118.4073,,,,,1597,06037124400,316.8442264525475,2013
180416472,2018-10-24T00:00:00.000,2015-02-25,1200,04,Hollenbeck,0423,2,860,BATTERY WITH SEXUAL CONTACT,0522 1259,16,F,H,203,OTHER BUSINESS,IC,Invest Cont,860,1700    GRIFFIN                      AV,,34.0628,-118.2112,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1923,06037199900,328.88274623337696,2015
181505646,2018-01-31T00:00:00.000,2018-01-31,0900,15,N Hollywood,1516,2,624,BATTERY - SIMPLE ASSAULT,0444,64,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,6700    TUJUNGA                      AV,,34.1946,-118.3835,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1573,06037123205,274.1476131146001,2018
161609623,2016-05-19T00:00:00.000,2016-05-19,1525,16,Foothill,1682,2,900,VIOLATION OF COURT ORDER,1814 2000,26,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,900,8600    RINCON                       AV,,34.2267,-118.3965,,,,,1554,06037121221,116.43611964572041,2016
180806871,2018-03-03T00:00:00.000,2018-03-03,2135,08,West LA,0816,1,310,BURGLARY,1420 0314 0216 0344 1251 1607 1402 0358,21,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,500    MIDVALE                      AV,,34.0673,-118.4534,,,998,,2321,06037265303,24.720033747489776,2018
172006646,2017-02-22T00:00:00.000,2017-02-21,2250,20,Olympic,2055,1,330,BURGLARY FROM VEHICLE,0344 1402 1602,24,F,H,101,STREET,IC,Invest Cont,330,11TH                         ST,FEDORA,34.0509,-118.2979,,,998,,2064,06037213310,55.746117844457075,2017
161616095,2016-11-01T00:00:00.000,2016-10-06,2000,16,Foothill,1675,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0445 0562,52,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,8700    LUCIA                        PL,,34.2284,-118.3685,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1551,06037121101,454.5574430511521,2016
172000002,2017-03-16T00:00:00.000,2017-03-15,0423,20,Olympic,2013,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,4200 W  3RD                          ST,,34.0726,-118.3073,,,,,2030,06037211410,31.742076797347863,2017
161700856,2016-07-26T00:00:00.000,2016-07-26,0935,17,Devonshire,1728,1,310,BURGLARY,0344 1609 0321 1402 0352 1300 1309,33,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,10800    GARDEN GROVE                 AV,,34.2673,-118.5297,,,998,,1469,06037111206,444.7552061353435,2016
181425192,2018-12-02T00:00:00.000,2018-11-30,1700,14,Pacific,1411,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1817 0416,31,M,W,117,BEACH,IC,Invest Cont,341,OCEAN FRONT                  WK,CLUBHOUSE,33.9918,-118.4791,,,,,2392,06037273403,252.74987857837516,2018
131205824,2013-01-29T00:00:00.000,2012-01-27,1200,12,77th Street,1267,1,330,BURGLARY FROM VEHICLE,1602 0321 0329 1822 0344,50,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,330,900 W  85TH                         ST,,33.9613,-118.2893,,,,,2247,06037238320,288.6619781746024,2012
131501126,2013-09-29T00:00:00.000,2013-09-29,0245,15,N Hollywood,1516,1,210,ROBBERY,0326 0337 0342 1300 0906 0344 1100 1402 0444 0371,37,M,H,101,STREET,AO,Adult Other,210,LANKERSHIM,KITTRIDGE,34.1903,-118.3877,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",998,,1590,06037124103,428.9785727535944,2013
161914401,2016-07-05T00:00:00.000,2016-07-05,1445,19,Mission,1971,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0416,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626,9000    ORION                        AV,,34.2338,-118.472,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1517,06037117405,69.5277998185374,2016
141505739,2014-02-02T00:00:00.000,2014-01-30,1200,15,N Hollywood,1557,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1302 0344,23,M,W,108,PARKING LOT,IC,Invest Cont,420,10800    HESBY                        ST,,34.1618,-118.3659,,,,,1612,06037125501,61.90345496066288,2014
190717655,2019-10-06T00:00:00.000,2019-10-06,1510,07,Wilshire,0701,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,39,M,W,101,STREET,IC,Invest Cont,330,CLINTON                      ST,HAYWORTH                     AV,34.0817,-118.3627,,,,,1887,06037194401,317.2017687433295,2019
180305377,2018-01-22T00:00:00.000,2018-01-22,1700,03,Southwest,0373,1,350,"THEFT, PERSON",0344 1822 1251 0346,21,F,A,102,SIDEWALK,IC,Invest Cont,350,3700    CRENSHAW                     BL,,34.0182,-118.3349,,,,,2209,06037234200,442.762967529227,2018
161918243,2016-09-13T00:00:00.000,2016-09-12,1735,19,Mission,1934,2,850,INDECENT EXPOSURE,0529 1309,32,F,H,101,STREET,IC,Invest Cont,850,SAN FERNANDO,MARKLEIN,34.2747,-118.4696,,,,,1455,06037109200,581.6441813179089,2016
171823804,2017-12-06T00:00:00.000,2017-12-06,1630,18,Southeast,1841,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,104TH                        ST,DENVER                       AV,33.9424,-118.2848,,,,,2279,06037241201,258.7353615435411,2017
190505393,2019-01-31T00:00:00.000,2019-01-23,1440,05,Harbor,0515,2,662,"BUNCO, GRAND THEFT",0344 0701 1916,23,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,662,1600    WILMINGTON                   BL,,33.7951,-118.2752,,,,,2448,06037294301,256.09030314946443,2019
160317555,2016-07-24T00:00:00.000,2016-07-23,2200,03,Southwest,0321,1,310,BURGLARY,1602 1202 0344 1402,81,F,B,707,GARAGE/CARPORT,IC,Invest Cont,310,3500 S  SYCAMORE                     AV,,34.0231,-118.3571,,,998,,2120,06037220100,635.55850565631,2016
171812806,2017-06-05T00:00:00.000,2017-06-04,2100,18,Southeast,1863,1,510,VEHICLE - STOLEN,,0,,,101,STREET,AA,Adult Arrest,510,600 E  115TH                        ST,,33.9301,-118.2652,,,,,2275,06037241001,139.39678678170475,2017
140117900,2014-07-24T00:00:00.000,2014-07-20,0100,01,Central,0145,2,624,BATTERY - SIMPLE ASSAULT,0411 0913,34,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,LOS ANGELES,LOS ANGELES,34.0467,-118.247,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1979,06037207306,173.83428588083467,2014
161421114,2016-08-12T00:00:00.000,2016-08-11,1530,14,Pacific,1412,2,860,BATTERY WITH SEXUAL CONTACT,0522,17,F,W,203,OTHER BUSINESS,AO,Adult Other,860,800    OCEAN FRONT                  WK,,33.9933,-118.4765,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2392,06037273403,206.63563337242235,2016
191500910,2019-06-07T00:00:00.000,2019-06-06,2230,15,N Hollywood,1522,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 0329 1414 1407,31,M,W,101,STREET,IC,Invest Cont,753,VOSE                         ST,VAN NOORD                    AV,34.1985,-118.4149,106,UNKNOWN FIREARM,998,,1576,06037123303,378.76042796393097,2019
141215841,2014-07-07T00:00:00.000,2014-07-06,1500,12,77th Street,1258,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1242 0906 0371 0421,36,F,B,501,SINGLE FAMILY DWELLING,JA,Juv Arrest,930,100 E  76TH                         ST,,33.9713,-118.2739,511,VERBAL THREAT,,,2256,06037239601,196.29876637514383,2014
191106920,2019-03-02T00:00:00.000,2019-02-20,1200,11,Northeast,1148,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,65,F,A,108,PARKING LOT,IC,Invest Cont,740,600    PHEASANT                     DR,,34.1038,-118.2111,,,,,1796,06037185102,295.7978411052378,2019
191314620,2019-07-07T00:00:00.000,2019-07-06,1000,13,Newton,1343,2,624,BATTERY - SIMPLE ASSAULT,0416 0432 2004 0305,51,M,H,101,STREET,IC,Invest Cont,624,35TH                         ST,MCKINLEY                     AV,34.0118,-118.2606,308,STICK,,,2165,06037228310,143.29946308966797,2019
171105785,2017-02-08T00:00:00.000,2017-02-07,2345,11,Northeast,1124,2,623,BATTERY POLICE (SIMPLE),1212 1501 0400,0,M,H,726,POLICE FACILITY,AA,Adult Arrest,623,3300 N  SAN FERNANDO                 RD,,34.1178,-118.2488,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1808,06037186401,630.6696752184577,2017
150120828,2015-09-14T00:00:00.000,2015-09-14,1255,01,Central,0124,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,46,M,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,341,200 N  LOS ANGELES                  ST,,34.0525,-118.2432,,,,,1968,06037206201,529.6095736988183,2015
190120106,2019-08-05T00:00:00.000,2019-08-05,1115,01,Central,0163,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,35,F,A,405,CLOTHING STORE,IC,Invest Cont,442,800 S  BROADWAY,,34.0438,-118.2547,,,,,1976,06037207303,116.11755323662923,2019
161428240,2016-11-21T00:00:00.000,2016-11-04,1400,14,Pacific,1453,2,354,THEFT OF IDENTITY,0377,33,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,4000    GLENCOE                      AV,,33.992,-118.4448,,,,,2407,06037275400,466.080930778266,2016
180310757,2018-04-14T00:00:00.000,2018-04-13,2100,03,Southwest,0379,2,901,VIOLATION OF RESTRAINING ORDER,1814 2038 2000,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,901,1100    BROWNING                     BL,,34.0121,-118.2945,,,,,2182,06037231220,324.9418685838923,2018
131012912,2013-07-25T00:00:00.000,2013-07-23,2300,10,West Valley,1018,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,36,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,DEMPSEY,COHASSET,34.2066,-118.4761,,,,,1621,06037127400,232.95632068106326,2013
151008930,2015-04-30T00:00:00.000,2015-04-30,2300,10,West Valley,1004,2,946,OTHER MISCELLANEOUS CRIME,,0,M,W,203,OTHER BUSINESS,IC,Invest Cont,946,18100    SATICOY                      ST,,34.2146,-118.5317,,,,,1657,06037131400,89.84697347880727,2015
150716379,2015-10-25T00:00:00.000,2015-10-24,1700,07,Wilshire,0783,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 0400 1414 0913 2000,32,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,2300 S  CLOVERDALE                   AV,,34.0368,-118.3556,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2104,06037218400,322.21804562218136,2015
151816511,2015-09-01T00:00:00.000,2015-09-01,0315,18,Southeast,1842,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,34,F,B,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,100 W  110TH                        ST,,33.9357,-118.2739,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2278,06037241120,264.3481164468997,2015
162117940,2016-10-19T00:00:00.000,2016-10-18,1130,21,Topanga,2158,2,940,EXTORTION,0337,29,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,940,21000    ERWIN                        ST,,34.1827,-118.5903,,,,,1701,06037134905,123.03977601806909,2016
192110992,2019-06-03T00:00:00.000,2019-06-03,0700,21,Topanga,2158,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,47,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,930,6300    DE SOTO                      AV,,34.1847,-118.5888,511,VERBAL THREAT,,,1701,06037134905,138.40603928817058,2019
171113723,2017-07-17T00:00:00.000,2017-07-16,1300,11,Northeast,1117,2,886,DISTURBING THE PEACE,1501,29,F,H,101,STREET,IC,Invest Cont,886,4700    TOWNSEND                     AV,,34.1294,-118.2108,,,,,1777,06037181600,63.798543113184046,2017
162019406,2016-11-08T00:00:00.000,2016-11-07,2330,20,Olympic,2055,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0354,59,F,H,108,PARKING LOT,IC,Invest Cont,420,1100 S  NORMANDIE                    AV,,34.0509,-118.3,,,,,2064,06037213310,199.2387007710003,2016
171100838,2017-12-02T00:00:00.000,2017-12-02,1928,11,Northeast,1139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1100 0430 1407,52,M,H,101,STREET,IC,Invest Cont,230,200 S  AVENUE 59,,34.1086,-118.1898,106,UNKNOWN FIREARM,998,,1791,06037183701,115.74831213091935,2017
140309446,2014-04-04T00:00:00.000,2014-04-04,1600,03,Southwest,0395,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1609 0329,45,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,4300 S  WESTERN                      AV,,34.0052,-118.3089,500,UNKNOWN WEAPON/OTHER WEAPON,,,2186,06037231500,266.3665459000378,2014
171320063,2017-09-09T00:00:00.000,2017-09-09,0010,13,Newton,1321,2,624,BATTERY - SIMPLE ASSAULT,0202 0416 0417,33,M,H,108,PARKING LOT,AO,Adult Other,624,2200 S  FIGUEROA                     ST,,34.0316,-118.2738,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2150,06037224420,332.0642582746468,2017
160509624,2016-05-03T00:00:00.000,2016-05-02,2330,05,Harbor,0508,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,23400    HALLDALE                     AV,,33.8126,-118.3026,,,,,2440,06037293301,210.03103443127756,2016
170416811,2017-10-13T00:00:00.000,2017-10-13,2000,04,Hollenbeck,0421,2,624,BATTERY - SIMPLE ASSAULT,0400 0444,50,M,H,104,DRIVEWAY,AO,Adult Other,624,200 S  AVENUE 20,,34.0726,-118.2201,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1920,06037199700,401.5117932705961,2017
161219825,2016-07-31T00:00:00.000,2016-07-30,1157,12,77th Street,1239,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 0430 1100 1309 1402 1407 1419 1822 0906,49,F,H,802,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,AA,Adult Arrest,230,5900 S  VERMONT                      AV,,33.9875,-118.2915,102,HAND GUN,,,2230,06037237101,338.379500525786,2016
150913070,2015-07-25T00:00:00.000,2015-07-25,0445,16,Foothill,1663,1,510,VEHICLE - STOLEN,1402,0,M,W,108,PARKING LOT,AA,Adult Arrest,510,9400    SAN FERNANDO                 RD,,34.2401,-118.3946,,,998,,1555,06037121222,618.3798391129001,2015
150110825,2015-04-14T00:00:00.000,2015-04-13,1530,01,Central,0176,2,888,TRESPASSING,,34,M,O,405,CLOTHING STORE,IC,Invest Cont,888,800    MAPLE                        AV,,34.0408,-118.2511,,,,,1976,06037207303,393.95186600292783,2015
131019298,2013-12-23T00:00:00.000,2013-12-20,1230,10,West Valley,1028,1,210,ROBBERY,1309 0342 0302 0202 0316 0355,30,M,B,101,STREET,IC,Invest Cont,210,DE CELIS                     PL,SHERMAN                      WY,34.2012,-118.4946,102,HAND GUN,,,1667,06037132102,280.87089121095926,2013
161205553,2016-01-23T00:00:00.000,2016-01-23,0345,12,77th Street,1239,1,330,BURGLARY FROM VEHICLE,1605 0344,29,F,B,104,DRIVEWAY,IC,Invest Cont,330,600 W  60TH                         ST,,33.9851,-118.2841,,,,,2231,06037237102,68.48292440400076,2016
170109688,2017-03-26T00:00:00.000,2017-03-26,0900,01,Central,0127,2,624,BATTERY - SIMPLE ASSAULT,0416,22,M,H,753,DETENTION/JAIL FACILITY,AO,Adult Other,624,100 N  LOS ANGELES                  ST,,34.0515,-118.2424,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1968,06037206201,435.8406057617652,2017
182120015,2018-12-03T00:00:00.000,2018-12-02,0900,21,Topanga,2196,2,354,THEFT OF IDENTITY,0377 1822 0935,49,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,4200    CANOGA                       AV,,34.1449,-118.5982,,,,,1725,06037138000,683.2240284128652,2018
151212803,2015-05-10T00:00:00.000,2015-05-08,1100,12,77th Street,1259,1,310,BURGLARY,0321 0344 1601,27,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,900 E  73RD                         ST,,33.9739,-118.2586,,,,,2254,06037239501,387.51518703455605,2015
170708027,2017-04-03T00:00:00.000,2017-04-02,2030,07,Wilshire,0765,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1402 0344,45,M,B,108,PARKING LOT,IC,Invest Cont,331,1300 S  HIGHLAND                     AV,,34.0496,-118.3428,,,998,,2098,06037217200,36.61989731473091,2017
