dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,geoid,distance_to_centroid
151119119,2015-10-30T00:00:00.000,2015-10-30T00:00:00.000,1330,11,Northeast,1162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,W,234,OPTICAL OFFICE INSIDE STORE OR SUPERMARKET*,IC,Invest Cont,440,4500 W  SUNSET                       BL,,34.0981,-118.2874,,,,,06037191302,0.0031370776209718437
151017704,2015-11-19T00:00:00.000,2015-11-16T00:00:00.000,1510,10,West Valley,1025,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0701 0800 1202 1309 0342,71,F,H,101,STREET,AA,Adult Arrest,440,18300    VANOWEN                      ST,,34.1975,-118.5273,,,,,06037132302,0.0020727961790760596
160610020,2016-04-04T00:00:00.000,2016-03-30T00:00:00.000,1800,06,Hollywood,0666,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,6200    LA MIRADA                    AV,,34.0935,-118.3245,,,,,06037190801,0.0006464301973157082
190812341,2019-07-07T00:00:00.000,2019-07-05T00:00:00.000,1500,08,West LA,0842,1,330,BURGLARY FROM VEHICLE,1822 1271 1609 0358 0344,32,M,W,101,STREET,IC,Invest Cont,330,1400    BUTLER                       AV,,34.0484,-118.4544,,,,,06037267403,0.002300326281199764
190712291,2019-06-17T00:00:00.000,2019-06-16T00:00:00.000,2300,07,Wilshire,0755,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1402,33,F,W,101,STREET,IC,Invest Cont,745,5200    PACKARD                      ST,,34.0503,-118.3495,,,998,,06037217102,0.004082808469656873
141210322,2014-04-14T00:00:00.000,2014-04-14T00:00:00.000,0730,12,77th Street,1268,2,624,BATTERY - SIMPLE ASSAULT,0416 1814,21,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,7900 S  MAIN                         ST,,33.9679,-118.2739,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037239602,0.0017420404702576091
141427240,2014-10-29T00:00:00.000,2014-09-21T00:00:00.000,2251,14,Pacific,1488,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,IC,Invest Cont,668,9000    AIRPORT                      BL,,33.9553,-118.3857,,,,,06037277200,0.002781223112227086
150817845,2015-11-22T00:00:00.000,2015-11-07T00:00:00.000,2200,08,West LA,0825,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 0942 1906,18,F,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,956,12600 W  SUNSET                       BL,,34.0575,-118.4831,,,,,06037264000,0.004254828081131102
191823780,2019-11-24T00:00:00.000,2019-11-24T00:00:00.000,0512,18,Southeast,1862,1,350,"THEFT, PERSON",0342 0344 0910 1822,55,M,H,957,MTA - GREEN LINE - HARBOR FWY,IC,Invest Cont,350,11500 S  FIGUEROA                     ST,,33.9292,-118.2826,,,,,06037241300,0.004993645962619233
171817130,2017-08-18T00:00:00.000,2017-08-18T00:00:00.000,1500,18,Southeast,1821,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1307 0329 0913,22,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,CENTURY,HOOVER,33.9455,-118.2869,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037240402,0.001466400013646993
180906640,2018-02-19T00:00:00.000,2018-02-19T00:00:00.000,1100,09,Van Nuys,0943,1,480,BIKE - STOLEN,0344 0910,30,M,O,101,STREET,IC,Invest Cont,480,6000    VAN NUYS                     BL,,34.1747,-118.4442,,,,,06037128500,0.004580503465776108
130113825,2013-06-05T00:00:00.000,2013-05-09T00:00:00.000,0922,01,Central,0111,2,354,THEFT OF IDENTITY,0377,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,500 N  FIGUEROA                     ST,,34.0617,-118.2469,,,,,06037207101,0.0019287991082535874
141322461,2014-11-25T00:00:00.000,2014-11-25T00:00:00.000,2045,13,Newton,1393,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 1100 1310 0334 0450,25,F,B,101,STREET,IC,Invest Cont,230,63RD                         PL,BROADWAY,33.9818,-118.2783,109,SEMI-AUTOMATIC PISTOL,998,,06037239310,0.0033476297585026626
180412547,2018-07-20T00:00:00.000,2018-07-20T00:00:00.000,1822,04,Hollenbeck,0478,2,888,TRESPASSING,0603,34,M,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,888,3200    OREGON                       ST,,34.0299,-118.2037,,,,,06037204810,0.0013877319625900976
160216365,2016-08-30T00:00:00.000,2016-08-30T00:00:00.000,1325,02,Rampart,0238,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0312 1100 0430 0906 1223,34,M,H,102,SIDEWALK,AA,Adult Arrest,230,BIXEL                        ST,TEMPLE                       ST,34.0659,-118.2538,102,HAND GUN,998,,06037208002,0.003031436128310722
130615242,2013-06-08T00:00:00.000,2013-06-08T00:00:00.000,1200,06,Hollywood,0636,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,22,M,O,101,STREET,IC,Invest Cont,624,6700    HOLLYWOOD                    BL,,34.1016,-118.3361,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037190202,0.002271764952629286
190620584,2019-10-13T00:00:00.000,2019-10-13T00:00:00.000,1130,06,Hollywood,0646,1,330,BURGLARY FROM VEHICLE,0344 1609 0329,27,M,W,101,STREET,IC,Invest Cont,330,1500 N  HIGHLAND                     AV,,34.098,-118.3387,,,,,06037190102,0.003282559976596937
141707366,2014-03-17T00:00:00.000,2014-03-17T00:00:00.000,0830,17,Devonshire,1701,1,330,BURGLARY FROM VEHICLE,1202 0344,70,M,A,108,PARKING LOT,IC,Invest Cont,330,19800    RINALDI                      ST,,34.2751,-118.5652,,,,,06037108204,0.00798019611287511
150604512,2015-01-09T00:00:00.000,2015-01-08T00:00:00.000,0530,06,Hollywood,0676,1,310,BURGLARY,0344 1601 0329 0321,40,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,800    EL CENTRO                    AV,,34.0853,-118.3244,,,,,06037191820,0.0030620163291529717
190120511,2019-08-09T00:00:00.000,2019-08-09T00:00:00.000,1740,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0910 0319 0340 0416 0305,48,F,H,102,SIDEWALK,IC,Invest Cont,624,7TH,HOPE,34.0487,-118.2588,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037207712,0.002888190610049079
180814176,2018-08-03T00:00:00.000,2018-08-03T00:00:00.000,1815,08,West LA,0895,2,624,BATTERY - SIMPLE ASSAULT,1259 0913 0416 0417,15,F,X,514,GROUP HOME,JA,Juv Arrest,624,3200    MOTOR                        AV,,34.031,-118.411,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037269908,0.002771815289659255
140515738,2014-10-07T00:00:00.000,2014-10-06T00:00:00.000,2200,05,Harbor,0557,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,700 W  1ST                          ST,,33.7433,-118.2923,,,,,06037296600,0.003263310282516792
141518603,2014-10-10T00:00:00.000,2014-10-10T00:00:00.000,0230,15,N Hollywood,1548,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 0429 0602,19,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,230,5200    CARTWRIGHT                   AV,,34.1649,-118.3632,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037125321,0.0026752878349777997
191515791,2019-08-16T00:00:00.000,2019-08-16T00:00:00.000,1306,15,N Hollywood,1511,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0,M,W,404,DEPARTMENT STORE,AA,Adult Arrest,440,13000    SHERMAN                      WY,,34.2037,-118.421,,,,,06037123410,0.004884984442139551
191421326,2019-10-02T00:00:00.000,2019-10-02T00:00:00.000,1130,14,Pacific,1407,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,55,F,W,210,RESTAURANT/FAST FOOD,AA,Adult Arrest,341,3200    MOTOR                        AV,,34.0238,-118.4066,,,,,06037269903,0.0029246572448751737
181322155,2018-11-03T00:00:00.000,2018-11-03T00:00:00.000,1815,13,Newton,1317,1,210,ROBBERY,1202 0344 0416 0345 1218,69,M,B,102,SIDEWALK,IC,Invest Cont,210,16TH                         ST,CENTRAL                      AV,34.025,-118.2465,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037227010,0.006201713472906395
171309928,2017-04-07T00:00:00.000,2017-04-07T00:00:00.000,1405,13,Newton,1321,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329 2004,0,M,O,122,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,740,1900 S  FIGUEROA                     ST,,34.0344,-118.272,,,,,06037224420,0.005172353622860712
180212814,2018-06-03T00:00:00.000,2018-06-03T00:00:00.000,2050,02,Rampart,0251,1,210,ROBBERY,0344 0552 0346 0602,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,210,600 S  RAMPART                      BL,,34.0624,-118.2813,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037208720,0.000953826504144057
161311327,2016-05-06T00:00:00.000,2016-04-30T00:00:00.000,2230,13,Newton,1321,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,300 W  ADAMS                        BL,,34.0289,-118.2686,,,,,06037224020,0.0004307261310887165
171406921,2017-02-21T00:00:00.000,2017-02-07T00:00:00.000,1300,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,27,F,O,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,440,100    WORLD                        WY,,33.9451,-118.4029,,,,,06037980028,0.01243300064344864
170217742,2017-09-24T00:00:00.000,2017-09-24T00:00:00.000,0145,02,Rampart,0219,1,330,BURGLARY FROM VEHICLE,1609 0344 0377,45,F,H,101,STREET,IC,Invest Cont,330,BELLEVUE,VICTOR,34.0668,-118.2514,,,,,06037197600,0.002386517546548954
131812678,2013-07-05T00:00:00.000,2013-07-03T00:00:00.000,2300,18,Southeast,1801,1,310,BURGLARY,0344 0913,53,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,500 W  88TH                         ST,,33.9574,-118.2827,,,,,06037240301,0.0019681831723726757
161209655,2016-03-18T00:00:00.000,2015-07-13T00:00:00.000,2330,12,77th Street,1266,1,210,ROBBERY,1822 0337 0342 0334 0432 0316 0344,19,M,H,101,STREET,IC,Invest Cont,210,81ST                         ST,HOOVER                       ST,33.9655,-118.2871,106,UNKNOWN FIREARM,,,06037238310,0.0007192753297605048
171410104,2017-04-10T00:00:00.000,2017-04-09T00:00:00.000,1909,14,Pacific,1465,1,310,BURGLARY,0344,0,M,W,710,OTHER PREMISE,IC,Invest Cont,310,11800    MAJOR                        ST,,33.985,-118.4,,,,,06037275603,0.00857509043683622
161222217,2016-08-31T00:00:00.000,2016-08-30T00:00:00.000,0850,12,77th Street,1239,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 1259,17,F,H,721,HIGH SCHOOL,IC,Invest Cont,440,800 W  60TH                         ST,,33.9855,-118.287,,,,,06037237102,0.0026806006789656194
171608118,2017-04-10T00:00:00.000,2017-03-13T00:00:00.000,1200,16,Foothill,1602,2,354,THEFT OF IDENTITY,1822,22,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,12500    VAN NUYS                     BL,,34.2816,-118.4073,,,,,06037104203,0.004465313538821049
161711618,2016-06-09T00:00:00.000,2016-06-08T00:00:00.000,1530,17,Devonshire,1796,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,403,DRUG STORE,IC,Invest Cont,343,9000    BALBOA                       BL,,34.234,-118.5025,,,,,06037117302,0.006168551531758686
161717224,2016-09-28T00:00:00.000,2016-08-31T00:00:00.000,1200,17,Devonshire,1716,2,354,THEFT OF IDENTITY,1822 0930 1202,66,F,W,203,OTHER BUSINESS,IC,Invest Cont,354,17100    LORILLARD                    ST,,34.2834,-118.5049,,,,,06037106642,0.0028313784628627558
130121521,2013-10-04T00:00:00.000,2013-09-30T00:00:00.000,2100,01,Central,0164,1,330,BURGLARY FROM VEHICLE,0321 1601 0329,53,M,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,600 S  MAIN                         ST,,34.0453,-118.2499,,,,,06037207307,0.0009352395415086501
180113058,2018-05-03T00:00:00.000,2018-05-03T00:00:00.000,0800,01,Central,0147,2,625,OTHER ASSAULT,1218 2004 0400 0447,49,F,H,102,SIDEWALK,IC,Invest Cont,625,5TH                          ST,SAN JULIAN                   ST,34.0446,-118.245,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037206302,0.001875459676982204
171228677,2017-11-28T00:00:00.000,2017-11-27T00:00:00.000,1600,12,77th Street,1269,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,60,F,B,108,PARKING LOT,IC,Invest Cont,745,7900 S  SAN PEDRO                    ST,,33.9674,-118.2695,,,,,06037239602,0.0054462193308846985
141707325,2014-03-16T00:00:00.000,2014-03-15T00:00:00.000,0600,17,Devonshire,1761,1,330,BURGLARY FROM VEHICLE,0344 1307,31,M,W,108,PARKING LOT,IC,Invest Cont,330,9100    OWENSMOUTH                   AV,,34.2355,-118.6017,,,,,06037113239,0.004406888471471287
190814541,2019-08-21T00:00:00.000,2019-08-14T00:00:00.000,0800,08,West LA,0811,2,354,THEFT OF IDENTITY,1822 0100,37,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,16700    BOLLINGER                    DR,,34.048,-118.545,,,,,06037262604,0.003397343962563381
191113246,2019-07-08T00:00:00.000,2019-06-02T00:00:00.000,1200,11,Northeast,1172,1,121,"RAPE, FORCIBLE",0510 0527 0913 0500 0522 1814,24,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,121,1600 N  BENTON                       WY,,34.0865,-118.2666,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037195500,0.002162423177823232
170326225,2017-11-26T00:00:00.000,2017-11-26T00:00:00.000,0752,03,Southwest,0394,1,520,VEHICLE - ATTEMPT STOLEN,1402 1822 1501,54,F,H,101,STREET,AO,Adult Other,520,LEIMERT,MARTIN LUTHER KING JR,34.0107,-118.3229,,,998,,06037234001,0.0014289639603562551
150800582,2015-01-18T00:00:00.000,2015-01-17T00:00:00.000,1200,08,West LA,0884,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0352 0325,0,M,O,404,DEPARTMENT STORE,IC,Invest Cont,440,10700 W  PICO                         BL,,34.0419,-118.4247,,,,,06037267800,0.00655807243022185
171219606,2017-08-04T00:00:00.000,2017-08-04T00:00:00.000,0900,12,77th Street,1268,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 0202,56,M,H,101,STREET,IC,Invest Cont,753,8300 S  SAN PEDRO                    ST,,33.964,-118.2739,102,HAND GUN,,,06037239702,0.0016177694520526946
180406681,2018-03-01T00:00:00.000,2017-06-01T00:00:00.000,1800,04,Hollenbeck,0468,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0400 1251 1258 0558 0503 0522,11,F,H,504,OTHER RESIDENCE,AA,Adult Arrest,812,3200 E  1ST                          ST,,34.0388,-118.1988,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,06037204110,0.001786728015114638
131206849,2013-02-15T00:00:00.000,2013-02-15T00:00:00.000,1030,12,77th Street,1239,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0408,18,F,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,900 W  61ST                         ST,,33.9846,-118.2892,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037237101,0.0021030739406915325
181219393,2018-07-28T00:00:00.000,2018-07-28T00:00:00.000,1930,12,77th Street,1245,1,310,BURGLARY,0344 0321,72,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,7000    DENKER                       AV,,33.9762,-118.3046,,,,,06037237402,0.003979439659047002
191204830,2019-01-12T00:00:00.000,2019-01-11T00:00:00.000,1045,12,77th Street,1211,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,32,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,5400    6TH                          AV,,33.9932,-118.3236,,,,,06037234600,0.0029599270261327446
160620690,2016-09-24T00:00:00.000,2016-09-24T00:00:00.000,0710,06,Hollywood,0644,2,662,"BUNCO, GRAND THEFT",1501,43,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,662,1400 N  POINSETTIA                   PL,,34.0962,-118.3483,,,,,06037189906,0.0013073836468213247
180409134,2018-04-28T00:00:00.000,2018-04-28T00:00:00.000,0430,04,Hollenbeck,0479,1,310,BURGLARY,0344,0,M,X,203,OTHER BUSINESS,IC,Invest Cont,310,3500    WHITTIER                     BL,,34.0267,-118.1985,,,,,06037204910,0.002774869005915858
171716866,2017-09-04T00:00:00.000,2017-09-04T00:00:00.000,0820,17,Devonshire,1762,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,108,PARKING LOT,IC,Invest Cont,740,9700    LURLINE                      AV,,34.2464,-118.5842,,,,,06037113324,0.006716688767536894
140222608,2014-12-21T00:00:00.000,2014-12-21T00:00:00.000,1700,02,Rampart,0236,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 1819 0416,50,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,100 S  BURLINGTON                   AV,,34.065,-118.2666,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037208401,0.002776887646274432
131005233,2013-01-29T00:00:00.000,2013-01-29T00:00:00.000,2030,10,West Valley,1063,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1420,0,M,O,403,DRUG STORE,IC,Invest Cont,442,18400    VENTURA                      BL,,34.1678,-118.5336,,,,,06037139401,0.004895664408421258
191905145,2019-01-25T00:00:00.000,2019-01-24T00:00:00.000,1600,19,Mission,1967,1,310,BURGLARY,1606 0344,58,F,H,723,PRIVATE SCHOOL/PRESCHOOL,IC,Invest Cont,310,14000    TERRA BELLA                  ST,,34.2441,-118.4378,,,,,06037119400,0.004144250957653627
172004343,2016-12-30T00:00:00.000,2016-12-28T00:00:00.000,0515,20,Olympic,2022,2,661,UNAUTHORIZED COMPUTER ACCESS,1906 0913,36,F,H,710,OTHER PREMISE,AO,Adult Other,661,4200 W  4TH                          ST,,34.0672,-118.3119,,,,,06037211703,0.000355629020175485
151713288,2015-07-21T00:00:00.000,2015-07-20T00:00:00.000,1800,17,Devonshire,1735,1,310,BURGLARY,1602 0344,57,M,O,236,VISION CARE FACILITY*,IC,Invest Cont,310,17800    CHATSWORTH                   ST,,34.2684,-118.5149,,,,,06037111202,0.001205369652838015
131819537,2013-12-01T00:00:00.000,2013-11-30T00:00:00.000,2200,18,Southeast,1844,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1307,29,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,11200    TOWNE                        AV,,33.933,-118.2673,,,,,06037241001,0.0035703582453326063
160509276,2016-04-25T00:00:00.000,2016-04-21T00:00:00.000,0900,05,Harbor,0566,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000,30,F,B,101,STREET,AO,Adult Other,626,200 W  13TH                         ST,,33.7324,-118.2814,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037297110,0.003437419089947437
161804473,2016-01-11T00:00:00.000,2016-01-10T00:00:00.000,2345,18,Southeast,1844,2,890,FAILURE TO YIELD,1300 1212,57,M,H,101,STREET,AA,Adult Arrest,890,900 E  112TH                        ST,,33.9328,-118.2586,,,,,06037240901,0.00047128123238867015
150216748,2015-08-25T00:00:00.000,2015-08-24T00:00:00.000,1000,02,Rampart,0271,1,330,BURGLARY FROM VEHICLE,0344 1202,65,F,H,101,STREET,IC,Invest Cont,330,900 S  ALVARADO                     ST,,34.0529,-118.2819,,,,,06037209510,0.0004827463101872918
191208950,2019-03-13T00:00:00.000,2019-03-13T00:00:00.000,0930,12,77th Street,1248,1,310,BURGLARY,0344 0339,31,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,800 W  64TH                         ST,,33.981,-118.287,,,,,06037237500,0.0029090541418089577
190507797,2019-03-26T00:00:00.000,2018-03-01T00:00:00.000,0800,05,Harbor,0525,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0500 0401 2024 1259 1814 2000,15,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,300 W  D                            ST,,33.7741,-118.2646,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037294830,0.005045365100760495
181916163,2018-08-19T00:00:00.000,2018-08-19T00:00:00.000,0348,19,Mission,1956,2,888,TRESPASSING,1501,56,M,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,888,10100    WOODMAN                      AV,,34.2538,-118.4538,,,,,06037109601,0.004951023025600167
191413053,2019-05-28T00:00:00.000,2019-05-28T00:00:00.000,1515,14,Pacific,1431,2,946,OTHER MISCELLANEOUS CRIME,1402,0,X,X,203,OTHER BUSINESS,AA,Adult Arrest,946,ABBOT KINNEY,PALMS,33.9901,-118.464,,,998,,06037273600,0.00531408129407295
160710186,2016-05-21T00:00:00.000,2016-05-21T00:00:00.000,2005,07,Wilshire,0713,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,28,M,H,101,STREET,IC,Invest Cont,740,ORANGE GROVE,ROSEWOOD,34.0802,-118.3604,,,998,,06037214400,0.0038319077494040825
181614173,2018-09-15T00:00:00.000,2018-09-14T00:00:00.000,2000,16,Foothill,1657,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,7400    VALMONT                      ST,,34.2523,-118.2932,,,,,06037101221,0.0024271367905432262
170417608,2017-10-31T00:00:00.000,2017-10-31T00:00:00.000,1745,04,Hollenbeck,0497,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 2002 0416 1300 1240,43,F,H,101,STREET,AA,Adult Arrest,236,SOTO                         ST,OLYMPIC                      BL,34.0243,-118.2198,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037205110,0.005228975521075299
140715061,2014-10-15T00:00:00.000,2014-10-15T00:00:00.000,1100,07,Wilshire,0782,1,310,BURGLARY,0344,55,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,1800 S  HAYWORTH                     AV,,34.0433,-118.3702,,,,,06037270300,0.0034516714791551573
150120224,2015-09-05T00:00:00.000,2015-09-05T00:00:00.000,0830,01,Central,0182,1,210,ROBBERY,0344 1402 0400,47,F,O,101,STREET,IC,Invest Cont,210,HOPE,OLYMPIC,34.0423,-118.2631,216,SCISSORS,998,,06037207901,0.0012925405216136303
141609392,2014-05-29T00:00:00.000,2010-07-01T00:00:00.000,1000,16,Foothill,1687,2,860,BATTERY WITH SEXUAL CONTACT,0913 1251 1257 0522,10,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,860,7900    CLYBOURN                     AV,,34.2139,-118.3641,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037122200,0.006168068174066877
150908583,2015-04-06T00:00:00.000,2015-04-03T00:00:00.000,2329,09,Van Nuys,0933,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1236 0344 1822 0342,52,M,W,210,RESTAURANT/FAST FOOD,IC,Invest Cont,440,14500    VICTORY                      BL,,34.1867,-118.4487,,,,,06037128303,0.005549900990102745
170315964,2017-06-28T00:00:00.000,2017-06-27T00:00:00.000,2330,03,Southwest,0394,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,45,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,4100    2ND                          AV,,34.0108,-118.3193,,,,,06037234002,0.0011593864756814323
180516176,2018-09-21T00:00:00.000,2018-09-21T00:00:00.000,0030,05,Harbor,0557,1,210,ROBBERY,1822 0216 0302 0355 0377,47,F,H,101,STREET,IC,Invest Cont,210,100 N  GAFFEY                       ST,,33.7433,-118.2923,109,SEMI-AUTOMATIC PISTOL,,,06037296600,0.003263310282516792
131224475,2013-11-06T00:00:00.000,2013-11-05T00:00:00.000,2200,12,77th Street,1269,1,210,ROBBERY,0305 0342 0344 0345 0346 0429 0448 1822,59,M,H,102,SIDEWALK,IC,Invest Cont,210,AVALON                       BL,MANCHESTER                   AV,33.9602,-118.2651,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037239802,0.003131470102044485
190312795,2019-05-13T00:00:00.000,2019-05-09T00:00:00.000,2300,03,Southwest,0326,1,330,BURGLARY FROM VEHICLE,1609 0329 1307 0344 0321,37,M,H,101,STREET,IC,Invest Cont,330,2700    VAN BUREN                    PL,,34.0309,-118.297,,,,,06037221601,0.003756242004977267
152005138,2015-01-23T00:00:00.000,2015-01-21T00:00:00.000,1140,20,Olympic,2076,1,210,ROBBERY,0344 0346 0352 0448 0336 1300 1221,35,M,B,101,STREET,IC,Invest Cont,210,PICO,NEW HAMPSHIRE,34.0473,-118.2926,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037213320,0.0032418812439692305
180325993,2018-11-24T00:00:00.000,2018-11-23T00:00:00.000,2100,03,Southwest,0356,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,EXPOSITION,HALLDALE,34.0184,-118.3029,,,,,06037231301,0.0029013059128627358
131322896,2013-12-10T00:00:00.000,2013-12-10T00:00:00.000,1600,13,Newton,1347,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0603 0361,33,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,745,1500 E  32ND                         ST,,34.0128,-118.2485,,,,,06037227020,0.005210317648664063
131426873,2013-11-08T00:00:00.000,2013-11-03T00:00:00.000,2100,14,Pacific,1454,2,354,THEFT OF IDENTITY,0344,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,13400    MAXELLA                      AV,,33.9873,-118.4403,,,,,06037275400,0.003195711188450709
151713885,2015-08-01T00:00:00.000,2015-07-30T00:00:00.000,0700,17,Devonshire,1797,1,310,BURGLARY,0344 1606,44,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,16600    PARTHENIA                    ST,,34.2285,-118.4939,,,,,06037117303,0.003614936237326268
181208470,2018-02-28T00:00:00.000,2018-02-28T00:00:00.000,1400,12,77th Street,1211,1,310,BURGLARY,0344 0352 1609 0321,52,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,5700 S  VICTORIA                     AV,,33.9909,-118.3322,,,,,06037234600,0.005942522023513869
