dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,geoid,distance_meters
160814489,2016-08-15T00:00:00.000,2016-07-26T00:00:00.000,1644,08,West LA,0802,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,60,F,W,119,"PORCH, RESIDENTIAL",IC,Invest Cont,440,900    HARTZELL                     ST,,34.0457,-118.5197,,,,,06037262501,412.64218822270453
130922000,2013-12-23T00:00:00.000,2013-12-23T00:00:00.000,1200,09,Van Nuys,0969,2,354,THEFT OF IDENTITY,0928 1822,48,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,13000    MAGNOLIA                     BL,,34.1649,-118.4159,,,649,,06037124700,387.57142679840456
190116357,2019-06-20T00:00:00.000,2019-06-19T00:00:00.000,2315,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,1218 2004 0429 0416,47,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,500    SAN JULIAN                   ST,,34.0446,-118.245,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037206302,205.27435122471582
141522491,2014-12-23T00:00:00.000,2014-12-23T00:00:00.000,0900,15,N Hollywood,1591,1,310,BURGLARY,0321 1607 0344,37,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,4000    COLDWATER CANYON             AV,,34.1427,-118.4137,,,,,06037143902,496.22153620509033
191615438,2019-10-18T00:00:00.000,2019-10-18T00:00:00.000,0020,16,Foothill,1654,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,12300    MONTAGUE                     ST,,34.2552,-118.4008,,,,,06037104703,210.28072277793865
181205700,2018-01-15T00:00:00.000,2017-12-25T00:00:00.000,1700,12,77th Street,1257,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,700 W  79TH                         ST,,33.9693,-118.285,,,,,06037237720,43.924803059727296
140305311,2014-01-23T00:00:00.000,2014-01-23T00:00:00.000,1400,03,Southwest,0391,1,510,VEHICLE - STOLEN,0344,63,M,B,101,STREET,AA,Adult Arrest,510,4400    DON RICARDO                  DR,,34.0095,-118.3502,,,,,06037236400,327.88172554707955
161419231,2016-07-19T00:00:00.000,2016-07-10T00:00:00.000,2000,14,Pacific,1488,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,36,F,B,108,PARKING LOT,IC,Invest Cont,331,5700 W  96TH                         ST,,33.9495,-118.3819,,,,,06037277200,790.3105821946074
140809945,2014-06-10T00:00:00.000,2014-06-06T00:00:00.000,1200,08,West LA,0836,2,354,THEFT OF IDENTITY,0930 0929 1822,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,354,1800    PANDORA                      AV,,34.0568,-118.4247,,,,,06037265701,372.8444293440881
171915879,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1640,19,Mission,1915,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0337 0340 0421 0913 0906 0416 0302,54,M,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,230,12600    GLENOAKS                     BL,,34.3021,-118.4467,109,SEMI-AUTOMATIC PISTOL,,,06037107010,125.58418254111052
130914693,2013-08-04T00:00:00.000,2013-08-04T00:00:00.000,0300,09,Van Nuys,0952,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,30,M,B,101,STREET,IC,Invest Cont,745,15100    MAGNOLIA                     BL,,34.1649,-118.4618,,,,,06037128910,469.11987442308265
151810838,2015-05-17T00:00:00.000,2015-05-17T00:00:00.000,1430,18,Southeast,1821,2,624,BATTERY - SIMPLE ASSAULT,0416,28,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,700 W  CENTURY                      BL,,33.9455,-118.2869,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037240402,145.89964186947012
181227273,2018-11-15T00:00:00.000,2018-04-01T00:00:00.000,0001,12,77th Street,1266,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 0432,0,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,300 W  82ND                         ST,,33.9651,-118.2783,511,VERBAL THREAT,,,06037239701,341.81100114382275
161709488,2016-04-27T00:00:00.000,2016-03-18T00:00:00.000,1200,17,Devonshire,1727,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,56,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,10300    DONNA                        AV,,34.2576,-118.548,,,,,06037111204,678.1771500215704
170206514,2017-02-20T00:00:00.000,2017-02-19T00:00:00.000,0120,02,Rampart,0271,1,761,BRANDISH WEAPON,0432 0421,34,M,H,203,OTHER BUSINESS,IC,Invest Cont,761,1000 S  ALVARADO                     ST,,34.0529,-118.2819,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037209510,52.85389771442288
190609294,2019-04-03T00:00:00.000,2019-04-03T00:00:00.000,2010,06,Hollywood,0626,1,761,BRANDISH WEAPON,0334,37,M,H,203,OTHER BUSINESS,IC,Invest Cont,761,1900 N  CAHUENGA                     BL,,34.1053,-118.3304,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,,,06037190201,196.95474054412756
160309953,2016-04-01T00:00:00.000,2016-03-31T00:00:00.000,1720,03,Southwest,0375,1,350,"THEFT, PERSON",0377 0344 0390 1822,57,F,W,102,SIDEWALK,IC,Invest Cont,350,GRAMERCY                     PL,MARTIN LUTHER KING JR        BL,34.0109,-118.3132,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037231400,422.40048622687965
140615442,2014-07-15T00:00:00.000,2014-07-10T00:00:00.000,1000,06,Hollywood,0649,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1601 0344,51,M,W,707,GARAGE/CARPORT,IC,Invest Cont,440,1500 N  KINGSLEY                     DR,,34.0981,-118.3032,,,,,06037191110,211.9174645944426
150614460,2015-06-13T00:00:00.000,2015-05-12T00:00:00.000,1800,06,Hollywood,0676,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352,59,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,5800    WARING                       AV,,34.0853,-118.3244,,,,,06037191820,282.5787794851556
131615680,2013-10-18T00:00:00.000,2013-10-18T00:00:00.000,1440,16,Foothill,1612,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 0344,39,F,H,301,GAS STATION,IC,Invest Cont,420,12900    VAN NUYS                     BL,,34.2719,-118.4141,,,,,06037104321,431.41886540071465
161217049,2016-06-25T00:00:00.000,2016-06-24T00:00:00.000,2000,12,77th Street,1283,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0445 1243 1813 1814 2000,59,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,9300 S  WESTERN                      AV,,33.9519,-118.309,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037238000,485.83866749099724
191717452,2019-11-01T00:00:00.000,2019-11-01T00:00:00.000,1425,17,Devonshire,1764,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0378,0,X,X,409,BEAUTY SUPPLY STORE,AO,Adult Other,343,9300    TAMPA                        AV,,34.244,-118.5583,,,,,06037113301,102.90061950283096
170324468,2017-10-31T00:00:00.000,2017-10-31T00:00:00.000,0950,03,Southwest,0331,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1241 2000 1813 0448 0416,30,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,2600    VINEYARD                     AV,,34.0283,-118.3492,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037219700,215.37443794028962
180118043,2018-07-08T00:00:00.000,2018-07-08T00:00:00.000,1200,01,Central,0152,1,210,ROBBERY,0945 0344 0444 0446,32,F,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,210,600 S  FLOWER                       ST,,34.0502,-118.2574,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037207712,438.75742261918333
181813521,2018-06-16T00:00:00.000,2018-06-16T00:00:00.000,0900,18,Southeast,1832,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,O,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,745,100 W  108TH                        ST,,33.9401,-118.2761,,,,,06037241120,411.50474309716
172006865,2017-02-26T00:00:00.000,2017-02-26T00:00:00.000,0030,20,Olympic,2039,1,210,ROBBERY,0342 0344 0355 0432 1221 1300 1304 1310 0352 1218,44,M,H,101,STREET,IC,Invest Cont,210,2800    SUNSET                       PL,,34.0608,-118.2842,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037212204,284.69326215079695
180612242,2018-05-16T00:00:00.000,2018-05-16T00:00:00.000,1620,06,Hollywood,0666,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 2004 1218,24,M,B,102,SIDEWALK,AA,Adult Arrest,230,HOLLYWOOD,FOUNTAIN,34.0944,-118.3277,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037190802,266.1730912693479
161316772,2016-08-01T00:00:00.000,2016-08-01T00:00:00.000,2130,13,Newton,1309,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,45,F,H,101,STREET,IC,Invest Cont,624,1700 E  7TH                          ST,,34.0348,-118.2362,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037206051,299.8876677089345
150615007,2015-06-22T00:00:00.000,2015-06-15T00:00:00.000,2200,06,Hollywood,0644,1,480,BIKE - STOLEN,0344,27,F,W,707,GARAGE/CARPORT,IC,Invest Cont,480,1400 N  MARTEL                       AV,,34.0962,-118.3506,,,,,06037189907,100.31474587026082
131921303,2013-10-16T00:00:00.000,2013-10-15T00:00:00.000,2200,19,Mission,1983,1,310,BURGLARY,1601 0344,0,M,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,Invest Cont,310,15200    PARTHENIA                    ST,,34.2283,-118.4633,,,,,06037117520,204.8603277783484
161311773,2016-05-12T00:00:00.000,2016-04-26T00:00:00.000,0700,13,Newton,1354,2,624,BATTERY - SIMPLE ASSAULT,1251 0913 0416,18,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,4100    WOODLAWN                     AV,,34.0092,-118.2728,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037228420,150.3736499182583
171908248,2017-03-21T00:00:00.000,2017-03-15T00:00:00.000,1315,19,Mission,1995,2,860,BATTERY WITH SEXUAL CONTACT,1259 0522 1251 1824 0400,16,F,H,721,HIGH SCHOOL,IC,Invest Cont,860,8000    VAN NUYS                     BL,,34.2153,-118.4519,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037120030,12.026240714893335
141000847,2014-08-10T00:00:00.000,2014-08-10T00:00:00.000,1945,10,West Valley,1024,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402 0906 1414 0342,0,M,W,701,HOSPITAL,IC,Invest Cont,740,6700    RESEDA                       BL,,34.1922,-118.536,,,998,,06037131024,538.0762428969358
151607884,2015-04-15T00:00:00.000,2015-04-13T00:00:00.000,1800,16,Foothill,1698,2,354,THEFT OF IDENTITY,0928 1822,52,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,10700    CROCKETT                     ST,,34.2203,-118.3634,,,,,06037121101,577.2371658708655
140621415,2014-10-26T00:00:00.000,2014-10-25T00:00:00.000,2330,06,Hollywood,0646,1,441,THEFT PLAIN - ATTEMPT,1601 1607 0358 0329,0,X,X,406,OTHER STORE,IC,Invest Cont,441,6400    SELMA                        AV,,34.0998,-118.3295,,,,,06037190701,184.16709886628433
141219863,2014-09-05T00:00:00.000,2014-09-05T00:00:00.000,0545,12,77th Street,1233,1,210,ROBBERY,0344 1309 0302 0342 0334,40,M,B,101,STREET,IC,Invest Cont,210,DENKER                       AV,62ND                         ST,33.9833,-118.3046,102,HAND GUN,,,06037237202,462.07334293615185
151211871,2015-04-25T00:00:00.000,2015-03-27T00:00:00.000,1200,12,77th Street,1269,2,649,DOCUMENT FORGERY / STOLEN FELONY,0100 0923 1822,37,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,649,600 E  83RD                         ST,,33.9638,-118.2651,,,,,06037239802,229.88254085418743
131506886,2013-02-27T00:00:00.000,2013-02-26T00:00:00.000,2330,15,N Hollywood,1504,1,330,BURGLARY FROM VEHICLE,1609 1307 0344,34,M,W,101,STREET,IC,Invest Cont,330,COLDWATER CA                 AV,RAYMER                       ST,34.2045,-118.392,,,,,06037122410,233.36109874678155
161704306,2016-01-07T00:00:00.000,2016-01-07T00:00:00.000,1600,17,Devonshire,1751,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 0444 0408 1300,41,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,21800    MERRIDY                      ST,,34.2529,-118.6039,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037113213,154.6387918072015
141427646,2014-11-02T00:00:00.000,2014-09-24T00:00:00.000,0800,14,Pacific,1479,2,354,THEFT OF IDENTITY,0377,42,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,7500    MIDFIELD                     AV,,33.9688,-118.3755,,,,,06037277100,501.0360520022716
161613107,2016-08-23T00:00:00.000,2016-08-22T00:00:00.000,2300,16,Foothill,1698,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,DE GARMO                     ST,LANARK                       ST,34.2175,-118.3561,,,,,06037122200,247.72725086773744
181305905,2018-02-02T00:00:00.000,2018-02-02T00:00:00.000,2000,13,Newton,1313,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,1000 E  WASHINGTON                   BL,,34.0259,-118.2535,,,,,06037226001,89.48372866353834
180621656,2018-10-08T00:00:00.000,2018-10-08T00:00:00.000,1130,06,Hollywood,0622,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0930,53,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,649,1800 N  LA BREA                      AV,,34.1037,-118.3459,,,,,06037189903,230.13041174792153
150415720,2015-10-14T00:00:00.000,2015-10-12T00:00:00.000,1100,04,Hollenbeck,0423,2,625,OTHER ASSAULT,0913 0319 0340 0361 0446,57,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,625,1100 N  MISSION                      RD,,34.0651,-118.2116,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037199900,71.46545263606012
151614591,2015-10-10T00:00:00.000,2015-10-09T00:00:00.000,2330,16,Foothill,1617,1,330,BURGLARY FROM VEHICLE,0358 0344,51,M,W,104,DRIVEWAY,IC,Invest Cont,330,8500    WENTWORTH                    ST,,34.267,-118.3179,,,,,06037103201,479.9749673551286
171326444,2017-12-25T00:00:00.000,2017-12-25T00:00:00.000,1600,13,Newton,1353,1,310,BURGLARY,1402,0,M,H,720,JUNIOR HIGH SCHOOL,AA,Adult Arrest,310,4400    MCKINLEY                     AV,,34.0039,-118.2609,,,998,,06037228600,22.662225606110578
161520300,2016-10-23T00:00:00.000,2016-10-23T00:00:00.000,0010,15,N Hollywood,1589,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,AO,Adult Other,510,3600    BARHAM                       BL,,34.1362,-118.342,,,,,06037189704,79.59606752275461
192110911,2019-06-02T00:00:00.000,2019-06-01T00:00:00.000,0900,21,Topanga,2133,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,COHASSET                     ST,CHAMINADE                    AV,34.206,-118.637,,,,,06037134422,653.9718072323259
131018988,2013-12-15T00:00:00.000,2013-12-15T00:00:00.000,0300,10,West Valley,1019,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,7500    HASKELL                      AV,,34.2067,-118.4749,,,,,06037127400,337.0313818373274
160415807,2016-10-01T00:00:00.000,2016-09-29T00:00:00.000,2245,04,Hollenbeck,0407,1,310,BURGLARY,1608 0329,0,M,W,203,OTHER BUSINESS,IC,Invest Cont,310,3500    MONTEREY                     RD,,34.0862,-118.1875,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037201301,193.44574090746667
180417913,2018-12-03T00:00:00.000,2018-11-30T00:00:00.000,1600,04,Hollenbeck,0471,1,310,BURGLARY,0344 1606,0,M,W,203,OTHER BUSINESS,IC,Invest Cont,310,2300 E  7TH                          ST,,34.0345,-118.2232,,,,,06037206050,315.47083120196976
161800880,2016-07-05T00:00:00.000,2016-07-03T00:00:00.000,2200,18,Southeast,1834,1,761,BRANDISH WEAPON,0913 0561 0554 0421 0334,44,M,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,761,400 E  107TH                        ST,,33.9393,-118.2673,511,VERBAL THREAT,,,06037241110,466.06315427712417
150306688,2015-02-15T00:00:00.000,2015-02-14T00:00:00.000,1230,03,Southwest,0377,1,350,"THEFT, PERSON",0344 0346 0305 0327 1251,19,F,B,101,STREET,IC,Invest Cont,350,BROWNING,BUDLONG,34.0121,-118.2959,,,,,06037231210,345.72391500278457
131604508,2013-01-14T00:00:00.000,2012-01-17T00:00:00.000,0900,16,Foothill,1622,2,354,THEFT OF IDENTITY,0922,53,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,13500    JUDD                         ST,,34.2662,-118.4274,,,,,06037104404,329.5609641327534
180207236,2018-02-28T00:00:00.000,2018-02-28T00:00:00.000,1955,02,Rampart,0289,1,210,ROBBERY,0305 0390 0344 0216,36,F,W,102,SIDEWALK,IC,Invest Cont,210,12TH,UNION,34.0462,-118.276,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037209820,235.07457908276155
180513448,2018-07-19T00:00:00.000,2018-07-19T00:00:00.000,1130,05,Harbor,0503,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1202 2000 1813 0444 0416,66,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,700 W  255TH                        ST,,33.7928,-118.2894,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037294410,174.12590138340812
140710941,2014-06-30T00:00:00.000,2014-06-30T00:00:00.000,0030,07,Wilshire,0706,1,210,ROBBERY,0344 0334 1309 0400,22,M,H,103,ALLEY,IC,Invest Cont,210,WARING,HIGHLAND,34.0853,-118.3386,207,OTHER KNIFE,,,06037191902,183.99055419060454
170317067,2017-07-14T00:00:00.000,2017-07-14T00:00:00.000,2310,03,Southwest,0328,2,623,BATTERY POLICE (SIMPLE),0417,0,M,O,108,PARKING LOT,IC,Invest Cont,623,600 W  JEFFERSON                    BL,,34.0268,-118.2808,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037224702,248.53990900439481
181515176,2018-07-26T00:00:00.000,2018-07-26T00:00:00.000,1415,15,N Hollywood,1523,1,310,BURGLARY,1608 1607 0344 1402 0321 1309 0326 0389,24,M,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,310,6500    BEEMAN                       AV,,34.189,-118.4072,500,UNKNOWN WEAPON/OTHER WEAPON,998,,06037123700,539.2891093379458
141519016,2014-10-17T00:00:00.000,2014-09-14T00:00:00.000,1100,15,N Hollywood,1516,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104 0325,0,M,W,202,LIQUOR STORE,IC,Invest Cont,442,6700    LANKERSHIM                   BL,,34.1921,-118.3877,,,,,06037123205,379.25298580470576
161709545,2016-04-28T00:00:00.000,2016-04-27T00:00:00.000,2100,17,Devonshire,1798,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,8900    WOODLEY                      AV,,34.232,-118.4851,,,,,06037117303,556.1741947679408
161309259,2016-04-01T00:00:00.000,2016-02-01T00:00:00.000,0800,13,Newton,1365,2,354,THEFT OF IDENTITY,1822,45,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,1400 E  50TH                         ST,,33.9975,-118.2499,,,,,06037228720,174.4308355542656
140809451,2014-05-28T00:00:00.000,2014-05-28T00:00:00.000,1300,08,West LA,0802,1,310,BURGLARY,0344 1202 0352,83,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,1200    MONUMENT                     ST,,34.0513,-118.5248,,,,,06037262501,398.54618370129737
161816209,2016-08-17T00:00:00.000,2016-08-17T00:00:00.000,0325,18,Southeast,1823,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0344 1202 0561,67,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,745,200 E  99TH                         ST,,33.9465,-118.2717,,,,,06037240600,285.0962565239496
161505032,2016-01-20T00:00:00.000,2016-01-20T00:00:00.000,0335,15,N Hollywood,1569,1,310,BURGLARY,0344 1601 1609 0216 0207 0206,0,M,W,210,RESTAURANT/FAST FOOD,IC,Invest Cont,310,10200    RIVERSIDE                    DR,,34.1522,-118.3527,,,,,06037143101,386.4283723158586
150806584,2015-03-04T00:00:00.000,2015-02-22T00:00:00.000,1500,08,West LA,0824,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,13,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,341,13200    DOBBINS                      PL,,34.0528,-118.4974,,,,,06037701201,1397.462974667001
130404022,2013-01-01T00:00:00.000,2012-12-29T00:00:00.000,1700,04,Hollenbeck,0465,1,310,BURGLARY,0321 0358 0344 1607,45,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,500 S  BERNAL                       AV,,34.0328,-118.1993,,,,,06037204120,204.63239598423934
140108949,2014-03-17T00:00:00.000,2014-03-13T00:00:00.000,1820,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0400,65,M,B,710,OTHER PREMISE,AO,Adult Other,624,500    WALL                         ST,,34.0449,-118.2458,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037206301,186.18510525487062
141715360,2014-09-21T00:00:00.000,2014-09-21T00:00:00.000,0350,17,Devonshire,1764,2,624,BATTERY - SIMPLE ASSAULT,0429 1822 0416 1420,24,F,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,624,9000    TAMPA                        AV,,34.234,-118.5536,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037115301,895.7233984702651
161429392,2016-12-10T00:00:00.000,2016-12-09T00:00:00.000,2100,14,Pacific,1428,1,330,BURGLARY FROM VEHICLE,0344 1300,59,M,W,101,STREET,IC,Invest Cont,330,10800    ROSE                         AV,,34.0257,-118.4156,,,,,06037271703,219.42192440271845
161605526,2016-02-08T00:00:00.000,2016-02-07T00:00:00.000,2030,16,Foothill,1637,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,7700    KYLE                         ST,,34.2647,-118.3003,,,,,06037103102,681.4488496377322
181706017,2018-02-11T00:00:00.000,2018-02-10T00:00:00.000,1500,17,Devonshire,1785,1,330,BURGLARY FROM VEHICLE,1307 0321 1609 1251,22,F,W,108,PARKING LOT,IC,Invest Cont,330,9100    DARBY                        AV,,34.2355,-118.5338,,,,,06037115202,283.58827857909813
130804085,2013-01-02T00:00:00.000,2013-01-02T00:00:00.000,1810,08,West LA,0838,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,M,O,203,OTHER BUSINESS,IC,Invest Cont,442,1000    GAYLEY                       AV,,34.062,-118.448,,,,,06037265307,190.71604985600754
130912425,2013-06-20T00:00:00.000,2013-06-20T00:00:00.000,0830,09,Van Nuys,0969,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,60,M,B,101,STREET,IC,Invest Cont,331,5000    COLDWATER CANYON             AV,,34.1613,-118.4137,,,,,06037124700,185.99132268850803
191504819,2019-01-17T00:00:00.000,2019-01-16T00:00:00.000,1950,15,N Hollywood,1527,1,210,ROBBERY,0945 0101 0325 0421 1420 0344 0400 0416,0,M,O,404,DEPARTMENT STORE,JA,Juv Arrest,210,11000    VICTORY                      BL,,34.1867,-118.3703,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037124201,508.5730436530694
140412286,2014-07-30T00:00:00.000,2013-12-16T00:00:00.000,0600,04,Hollenbeck,0442,2,946,OTHER MISCELLANEOUS CRIME,0914 2004,0,M,H,702,OFFICE BUILDING/OFFICE,AA,Adult Arrest,946,MARENGO,MISSION,34.0606,-118.2144,,,,,06037199900,625.636356676609
171306412,2017-02-09T00:00:00.000,2017-02-03T00:00:00.000,0920,13,Newton,1367,2,903,CONTEMPT OF COURT,1501,21,F,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,903,4400    HONDURAS                     ST,,34.0039,-118.2441,,,,,06037228100,505.5699820334995
150208736,2015-03-27T00:00:00.000,2015-03-27T00:00:00.000,0125,02,Rampart,0202,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1309 1822 0329,26,F,H,101,STREET,IC,Invest Cont,745,4600    SANTA MONICA                 BL,,34.0909,-118.2893,,,,,06037191301,266.21483062267646
161614349,2016-09-23T00:00:00.000,2016-09-23T00:00:00.000,1010,16,Foothill,1612,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0417 0416 0445 0913 0601 0334 1307 0329,41,M,H,217,AUTO REPAIR SHOP,AO,Adult Other,230,13100    PAXTON                       ST,,34.2797,-118.418,312,PIPE/METAL PIPE,,,06037104322,511.0149787338266
170513641,2017-07-26T00:00:00.000,2017-05-09T00:00:00.000,0800,05,Harbor,0584,1,310,BURGLARY,0344 1236,0,M,O,109,PARK/PLAYGROUND,IC,Invest Cont,310,3600 S  GAFFEY                       ST,,33.7144,-118.2997,,,,,06037297501,531.1866573767793
190514521,2019-08-24T00:00:00.000,2019-08-24T00:00:00.000,0940,05,Harbor,0518,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1300 1813 2000 2038 0416 0329 0913,35,M,H,101,STREET,AA,Adult Arrest,626,1600    LAKME                        AV,,33.7956,-118.2609,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037294110,386.70428955329754
151611781,2015-07-30T00:00:00.000,2015-07-17T00:00:00.000,0100,16,Foothill,1612,2,354,THEFT OF IDENTITY,0100 0923 1822,27,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,11300    GLENOAKS                     BL,,34.2733,-118.4202,,,,,06037104322,228.02902798620514
130613837,2013-05-18T00:00:00.000,2013-05-18T00:00:00.000,0330,06,Hollywood,0636,1,121,"RAPE, FORCIBLE",1402,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,121,6700    YUCCA                        ST,,34.1032,-118.3361,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037190202,108.4191599713202
